Ten minute period number;Active occupant count in time period;Probability of transition to zero active occupants in next time period;Probability of transition to one active occupant in next time period;Probability of transition to two active occupants in next time period;Probability of transition to three active occupants in next time period;Probability of transition to four active occupants in next time period;Probability of transition to five active occupants in next time period;Probability of transition to six active occupants in next time period
1;0;0.990070921985816;0.009929078014184;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
1;1;0.189003436426117;0.810996563573883;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
1;2;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
1;3;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
1;4;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
1;5;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
1;6;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;0;0.993797381116471;0.006202618883529;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;1;0.176000000000000;0.824000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;2;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;3;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;4;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;5;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
2;6;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;0;0.991924629878869;0.008075370121131;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;1;0.162790697674419;0.837209302325581;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;2;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;3;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;4;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;5;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
3;6;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
4;0;0.996686547382372;0.003313452617628;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
4;1;0.145833333333333;0.854166666666667;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000
