Ten minute period number;Active occupant count in time period;Probability of transition to zero active occupants in next time period;Probability of transition to one active occupant in next time period;Probability of transition to two active occupants in next time period;Probability of transition to three active occupants in next time period;Probability of transition to four active occupants in next time period;Probability of transition to five active occupants in next time period;Probability of transition to six active occupants in next time period
6;5;0;0;0;0;0;0;0
6;6;0;0;0;0;0;0;0
7;0;0.987341772;0.010126582;0.002531646;0;0;0;0
7;1;0.162162162;0.837837838;0;0;0;0;0
7;2;0;0.111111111;0.888888889;0;0;0;0
7;3;0;0;0;1;0;0;0
7;4;0;0;0;1;0;0;0
7;5;0;0;0;0;0;0;0
7;6;0;0;0;0;0;0;0
8;0;0.98989899;0.01010101;0;0;0;0;0
8;1;0.111111111;0.861111111;0.027777778;0;0;0;0
8;2;0.111111111;0.111111111;0.777777778;0;0;0;0
8;3;0;0;0;1;0;0;0
8;4;0;0;0;0;0;0;0
8;5;0;0;0;0;0;0;0
8;6;0;0;0;0;0;0;0
9;0;0.997481108;0.002518892;0;0;0;0;0
9;1;0.111111111;0.861111111;0.027777778;0;0;0;0
9;2;0;0.125;0.875;0;0;0;0
9;3;0;0;0;1;0;0;0
9;4;0;0;0;0;0;0;0
9;5;0;0;0;0;0;0;0
9;6;0;0;0;0;0;0;0
10;0;0.9925;0.0075;0;0;0;0;0
10;1;0.212121212;0.787878788;0;0;0;0;0
10;2;0;0.375;0.625;0;0;0;0
10;3;0;0;0;1;0;0;0
10;4;0;0;0;0;0;0;0
10;5;0;0;0;0;0;0;0
10;6;0;0;0;0;0;0;0
11;0;1;0;0;0;0;0;0
11;1;0.21875;0.78125;0;0;0;0;0
11;2;0;0;1;0;0;0;0
11;3;0;0.333333333;0.666666667;0;0;0;0
11;4;0;0;0;0;0;0;0
11;5;0;0;0;0;0;0;0
11;6;0;0;0;0;0;0;0
12;0;0.99270073;0.00729927;0;0;0;0;0
12;1;0.230769231;0.769230769;0;0;0;0;0
12;2;0;0.428571429;0.571428571;0;0;0;0
12;3;0;0;0;0;0;0;0
12;4;0;0;0;0;0;0;0
12;5;0;0;0;0;0;0;0
12;6;0;0;0;0;0;0;0
13;0;0.987922705;0.012077295;0;0;0;0;0
13;1;0.153846154;0.846153846;0;0;0;0;0
13;2;0;0;1;0;0;0;0
13;3;0;0;0;0;0;0;0
13;4;0;0;0;0;0;0;0
13;5;0;0;0;0;0;0;0
13;6;0;0;0;0;0;0;0
14;0;0.995157385;0.004842615;0;0;0;0;0
14;1;0.222222222;0.777777778;0;0;0;0;0
14;2;0;0;1;0;0;0;0
14;3;0;0;0;0;0;0;0
14;4;0;0;0;0;0;0;0
14;5;0;0;0;0;0;0;0
14;6;0;0;0;0;0;0;0
15;0;0.985611511;0.014388489;0;0;0;0;0
15;1;0.260869565;0.695652174;0.043478261;0;0;0;0
15;2;0;0.5;0.5;0;0;0;0
15;3;0;0;0;0;0;0;0
15;4;0;0;0;0;0;0;0
15;5;0;0;0;0;0;0;0
15;6;0;0;0;0;0;0;0
16;0;0.992805755;0.007194245;0;0;0;0;0
16;1;0.25;0.75;0;0;0;0;0
16;2;0;0.333333333;0.666666667;0;0;0;0
16;3;0;0;0;0;0;0;0
16;4;0;0;0;0;0;0;0
16;5;0;0;0;0;0;0;0
16;6;0;0;0;0;0;0;0
17;0;0.99047619;0.00952381;0;0;0;0;0
17;1;0.090909091;0.909090909;0;0;0;0;0
17;2;0;0;1;0;0;0;0
17;3;0;0;0;0;0;0;0
17;4;0;0;0;0;0;0;0
17;5;0;0;0;0;0;0;0
17;6;0;0;0;0;0;0;0
18;0;0.990430622;0.009569378;0;0;0;0;0
18;1;0.208333333;0.791666667;0;0;0;0;0
18;2;0;0.5;0.5;0;0;0;0
18;3;0;0;0;0;0;0;0
18;4;0;0;0;0;0;0;0
18;5;0;0;0;0;0;0;0
18;6;0;0;0;0;0;0;0
19;0;0.997613365;0.002386635;0;0;0;0;0
19;1;0.25;0.75;0;0;0;0;0
19;2;0;0;1;0;0;0;0
19;3;0;0;0;0;0;0;0
19;4;0;0;0;0;0;0;0
19;5;0;0;0;0;0;0;0
19;6;0;0;0;0;0;0;0
20;0;0.995283019;0.004716981;0;0;0;0;0
20;1;0.263157895;0.736842105;0;0;0;0;0
20;2;0;0;1;0;0;0;0
20;3;0;0;0;0;0;0;0
20;4;0;0;0;0;0;0;0
20;5;0;0;0;0;0;0;0
20;6;0;0;0;0;0;0;0
21;0;0.995316159;0.004683841;0;0;0;0;0
21;1;0.0625;0.9375;0;0;0;0;0
21;2;0;1;0;0;0;0;0
21;3;0;0;0;0;0;0;0
21;4;0;0;0;0;0;0;0
21;5;0;0;0;0;0;0;0
21;6;0;0;0;0;0;0;0
22;0;0.995305164;0.004694836;0;0;0;0;0
22;1;0.166666667;0.833333333;0;0;0;0;0
22;2;0;0;0;0;0;0;0
22;3;0;0;0;0;0;0;0
22;4;0;0;0;0;0;0;0
22;5;0;0;0;0;0;0;0
22;6;0;0;0;0;0;0;0
23;0;0.990632319;0.009367681;0;0;0;0;0
23;1;0.294117647;0.705882353;0;0;0;0;0
23;2;0;0;0;0;0;0;0
23;3;0;0;0;0;0;0;0
23;4;0;0;0;0;0;0;0
23;5;0;0;0;0;0;0;0
23;6;0;0;0;0;0;0;0
24;0;0.978971963;0.021028037;0;0;0;0;0
24;1;0.9375;0.0625;0;0;0;0;0
24;2;0;0;0;0;0;0;0
24;3;0;0;0;0;0;0;0
24;4;0;0;0;0;0;0;0
24;5;0;0;0;0;0;0;0
24;6;0;0;0;0;0;0;0
25;0;1;0;0;0;0;0;0
25;1;0.1;0.9;0;0;0;0;0
25;2;0;0;0;0;0;0;0
25;3;0;0;0;0;0;0;0
25;4;0;0;0;0;0;0;0
25;5;0;0;0;0;0;0;0
25;6;0;0;0;0;0;0;0
26;0;0.993103448;0.006896552;0;0;0;0;0
26;1;0.222222222;0.666666667;0.111111111;0;0;0;0
26;2;0;0;0;0;0;0;0
26;3;0;0;0;0;0;0;0
26;4;0;0;0;0;0;0;0
26;5;0;0;0;0;0;0;0
26;6;0;0;0;0;0;0;0
27;0;0.99078341;0.00921659;0;0;0;0;0
27;1;0.111111111;0.888888889;0;0;0;0;0
27;2;0;0;1;0;0;0;0
27;3;0;0;0;0;0;0;0
27;4;0;0;0;0;0;0;0
27;5;0;0;0;0;0;0;0
27;6;0;0;0;0;0;0;0
28;0;0.993039443;0.006960557;0;0;0;0;0
28;1;0.333333333;0.583333333;0.083333333;0;0;0;0
28;2;0;0;1;0;0;0;0
28;3;0;0;0;0;0;0;0
28;4;0;0;0;0;0;0;0
28;5;0;0;0;0;0;0;0
28;6;0;0;0;0;0;0;0
29;0;0.988425926;0.011574074;0;0;0;0;0
29;1;0.1;0.9;0;0;0;0;0
29;2;0;0.5;0.5;0;0;0;0
29;3;0;0;0;0;0;0;0
29;4;0;0;0;0;0;0;0
29;5;0;0;0;0;0;0;0
29;6;0;0;0;0;0;0;0
30;0;0.981308411;0.01635514;0.002336449;0;0;0;0
30;1;0.533333333;0.466666667;0;0;0;0;0
30;2;0;0;1;0;0;0;0
30;3;0;0;0;0;0;0;0
30;4;0;0;0;0;0;0;0
30;5;0;0;0;0;0;0;0
30;6;0;0;0;0;0;0;0
31;0;0.995327103;0.002336449;0.002336449;0;0;0;0
31;1;0.214285714;0.642857143;0.142857143;0;0;0;0
31;2;0;0;1;0;0;0;0
31;3;0;0;0;0;0;0;0
31;4;0;0;0;0;0;0;0
31;5;0;0;0;0;0;0;0
31;6;0;0;0;0;0;0;0
32;0;0.995337995;0.004662005;0;0;0;0;0
32;1;0;1;0;0;0;0;0
32;2;0;0.2;0.8;0;0;0;0
32;3;0;0;0;0;0;0;0
32;4;0;0;0;0;0;0;0
32;5;0;0;0;0;0;0;0
32;6;0;0;0;0;0;0;0
33;0;0.988290398;0.009367681;0.00234192;0;0;0;0
33;1;0.307692308;0.538461538;0.153846154;0;0;0;0
33;2;0;0.75;0.25;0;0;0;0
33;3;0;0;0;0;0;0;0
33;4;0;0;0;0;0;0;0
33;5;0;0;0;0;0;0;0
33;6;0;0;0;0;0;0;0
34;0;0.985915493;0.014084507;0;0;0;0;0
34;1;0.214285714;0.785714286;0;0;0;0;0
34;2;0;0;0.75;0;0.25;0;0
34;3;0;0;0;0;0;0;0
34;4;0;0;0;0;0;0;0
34;5;0;0;0;0;0;0;0
34;6;0;0;0;0;0;0;0
35;0;0.990543735;0.009456265;0;0;0;0;0
35;1;0.176470588;0.823529412;0;0;0;0;0
35;2;0;0.666666667;0.333333333;0;0;0;0
35;3;0;0;0;0;0;0;0
35;4;0;0;0;0;1;0;0
35;5;0;0;0;0;0;0;0
35;6;0;0;0;0;0;0;0
36;0;0.969194313;0.026066351;0.004739336;0;0;0;0
36;1;0.15;0.8;0.05;0;0;0;0
36;2;0;0;1;0;0;0;0
36;3;0;0;0;0;0;0;0
36;4;0;1;0;0;0;0;0
36;5;0;0;0;0;0;0;0
36;6;0;0;0;0;0;0;0
37;0;0.973300971;0.026699029;0;0;0;0;0
37;1;0.107142857;0.821428571;0.071428571;0;0;0;0
37;2;0;0;0.75;0;0.25;0;0
37;3;0;0;0;0;0;0;0
37;4;0;0;0;0;0;0;0
37;5;0;0;0;0;0;0;0
37;6;0;0;0;0;0;0;0
38;0;0.977722772;0.022277228;0;0;0;0;0
38;1;0.117647059;0.794117647;0.088235294;0;0;0;0
38;2;0;0.4;0.6;0;0;0;0
38;3;0;0;0;0;0;0;0
38;4;0;0;0;1;0;0;0
38;5;0;0;0;0;0;0;0
38;6;0;0;0;0;0;0;0
39;0;0.952380952;0.045112782;0.002506266;0;0;0;0
39;1;0.131578947;0.736842105;0.078947368;0.052631579;0;0;0
39;2;0;0.333333333;0.666666667;0;0;0;0
39;3;0;0;1;0;0;0;0
39;4;0;0;0;0;0;0;0
39;5;0;0;0;0;0;0;0
39;6;0;0;0;0;0;0;0
40;0;0.971428571;0.025974026;0.002597403;0;0;0;0
40;1;0.125;0.833333333;0.041666667;0;0;0;0
40;2;0;0.111111111;0.888888889;0;0;0;0
40;3;0;0;0;1;0;0;0
40;4;0;0;0;0;0;0;0
40;5;0;0;0;0;0;0;0
40;6;0;0;0;0;0;0;0
41;0;0.95;0.047368421;0.002631579;0;0;0;0
41;1;0.078431373;0.823529412;0.098039216;0;0;0;0
41;2;0;0.090909091;0.727272727;0.090909091;0.090909091;0;0
41;3;0.5;0;0.5;0;0;0;0
41;4;0;0;0;0;0;0;0
41;5;0;0;0;0;0;0;0
41;6;0;0;0;0;0;0;0
42;0;0.81420765;0.147540984;0.030054645;0.008196721;0;0;0
42;1;0.098360656;0.557377049;0.295081967;0.049180328;0;0;0
42;2;0.133333333;0.333333333;0.4;0.133333333;0;0;0
42;3;0;0;0;1;0;0;0
42;4;0;0;0;0;1;0;0
42;5;0;0;0;0;0;0;0
42;6;0;0;0;0;0;0;0
43;0;0.95751634;0.039215686;0.003267974;0;0;0;0
43;1;0.064516129;0.752688172;0.161290323;0.021505376;0;0;0
43;2;0.028571429;0.028571429;0.8;0.085714286;0.057142857;0;0
43;3;0.111111111;0;0.111111111;0.555555556;0.222222222;0;0
43;4;0;0;0;0;1;0;0
43;5;0;0;0;0;0;0;0
43;6;0;0;0;0;0;0;0
44;0;0.926910299;0.066445183;0.006644518;0;0;0;0
44;1;0.084337349;0.807228916;0.096385542;0.012048193;0;0;0
44;2;0.044444444;0.066666667;0.733333333;0.133333333;0.022222222;0;0
44;3;0;0.1;0;0.9;0;0;0
44;4;0;0;0;0.2;0.8;0;0
44;5;0;0;0;0;0;0;0
44;6;0;0;0;0;0;0;0
45;0;0.850694444;0.118055556;0.027777778;0;0.003472222;0;0
45;1;0.032967033;0.824175824;0.142857143;0;0;0;0
45;2;0.023255814;0.069767442;0.860465116;0.046511628;0;0;0
45;3;0;0.058823529;0.235294118;0.647058824;0.058823529;0;0
45;4;0;0;0;0;1;0;0
45;5;0;0;0;0;0;0;0
45;6;0;0;0;0;0;0;0
46;0;0.935742972;0.0562249;0.008032129;0;0;0;0
46;1;0.07079646;0.796460177;0.123893805;0.008849558;0;0;0
46;2;0;0.129032258;0.774193548;0.096774194;0;0;0
46;3;0;0;0;1;0;0;0
46;4;0;0;0.142857143;0.142857143;0.714285714;0;0
46;5;0;0;0;0;0;0;0
46;6;0;0;0;0;0;0;0
47;0;0.892116183;0.099585062;0.008298755;0;0;0;0
47;1;0.026785714;0.803571429;0.151785714;0.017857143;0;0;0
47;2;0.030769231;0.123076923;0.738461538;0.107692308;0;0;0
47;3;0;0.047619048;0;0.857142857;0.095238095;0;0
47;4;0;0.2;0;0;0.8;0;0
47;5;0;0;0;0;0;0;0
47;6;0;0;0;0;0;0;0
48;0;0.804545455;0.159090909;0.036363636;0;0;0;0
48;1;0.088709677;0.629032258;0.217741935;0.048387097;0.016129032;0;0
48;2;0.014925373;0.044776119;0.701492537;0.208955224;0.029850746;0;0
48;3;0;0;0.185185185;0.518518519;0.296296296;0;0
48;4;0;0;0;0.166666667;0.833333333;0;0
48;5;0;0;0;0;0;0;0
48;6;0;0;0;0;0;0;0
49;0;0.894179894;0.100529101;0.005291005;0;0;0;0
49;1;0.034482759;0.75862069;0.163793103;0.034482759;0.00862069;0;0
49;2;0.011494253;0.068965517;0.747126437;0.16091954;0.011494253;0;0
49;3;0;0;0.142857143;0.714285714;0.142857143;0;0
49;4;0;0;0;0;1;0;0
49;5;0;0;0;0;0;0;0
49;6;0;0;0;0;0;0;0
50;0;0.896551724;0.086206897;0.011494253;0.005747126;0;0;0
50;1;0.053097345;0.787610619;0.132743363;0.017699115;0.008849558;0;0
50;2;0.011111111;0.111111111;0.722222222;0.133333333;0.022222222;0;0
50;3;0;0;0.162790698;0.720930233;0.11627907;0;0
50;4;0;0;0.041666667;0.125;0.833333333;0;0
50;5;0;0;0;0;0;0;0
50;6;0;0;0;0;0;0;0
51;0;0.803680982;0.159509202;0.030674847;0.006134969;0;0;0
51;1;0.026315789;0.771929825;0.184210526;0.01754386;0;0;0
51;2;0.011111111;0.1;0.688888889;0.188888889;0.011111111;0;0
51;3;0;0.040816327;0.020408163;0.755102041;0.183673469;0;0
51;4;0;0;0.035714286;0.071428571;0.892857143;0;0
51;5;0;0;0;0;0;0;0
51;6;0;0;0;0;0;0;0
52;0;0.851851852;0.140740741;0.007407407;0;0;0;0
52;1;0.032;0.864;0.104;0;0;0;0
52;2;0.022222222;0.066666667;0.777777778;0.122222222;0.011111111;0;0
52;3;0;0.033898305;0.152542373;0.677966102;0.13559322;0;0
52;4;0;0;0.028571429;0.114285714;0.857142857;0;0
52;5;0;0;0;0;0;0;0
52;6;0;0;0;0;0;0;0
53;0;0.867768595;0.107438017;0.024793388;0;0;0;0
53;1;0.066666667;0.725925926;0.177777778;0.02962963;0;0;0
53;2;0.010638298;0.095744681;0.829787234;0.053191489;0.010638298;0;0
53;3;0.018181818;0.018181818;0.054545455;0.818181818;0.090909091;0;0
53;4;0;0;0.051282051;0.128205128;0.820512821;0;0
53;5;0;0;0;0;0;0;0
53;6;0;0;0;0;0;0;0
54;0;0.715517241;0.172413793;0.094827586;0.017241379;0;0;0
54;1;0.049586777;0.652892562;0.239669421;0.041322314;0.016528926;0;0
54;2;0.018181818;0.127272727;0.672727273;0.154545455;0.027272727;0;0
54;3;0.016949153;0.016949153;0.06779661;0.745762712;0.152542373;0;0
54;4;0;0;0;0.184210526;0.815789474;0;0
54;5;0;0;0;0;0;0;0
54;6;0;0;0;0;0;0;0
55;0;0.858695652;0.130434783;0.010869565;0;0;0;0
55;1;0.043859649;0.780701754;0.157894737;0.01754386;0;0;0
55;2;0.008474576;0.033898305;0.86440678;0.093220339;0;0;0
55;3;0;0.026666667;0.106666667;0.773333333;0.093333333;0;0
55;4;0;0;0;0.066666667;0.933333333;0;0
55;5;0;0;0;0;0;0;0
55;6;0;0;0;0;0;0;0
56;0;0.8;0.164705882;0.035294118;0;0;0;0
56;1;0.018691589;0.85046729;0.112149533;0.018691589;0;0;0
56;2;0.015503876;0.031007752;0.829457364;0.108527132;0.015503876;0;0
56;3;0.013513514;0.013513514;0.067567568;0.864864865;0.040540541;0;0
56;4;0;0;0.06122449;0.102040816;0.836734694;0;0
56;5;0;0;0;0;0;0;0
56;6;0;0;0;0;0;0;0
57;0;0.931506849;0.04109589;0.02739726;0;0;0;0
57;1;0.054545455;0.718181818;0.190909091;0.027272727;0.009090909;0;0
57;2;0.015384615;0.046153846;0.869230769;0.069230769;0;0;0
57;3;0;0.023529412;0.105882353;0.729411765;0.141176471;0;0
57;4;0;0;0.02173913;0.065217391;0.913043478;0;0
57;5;0;0;0;0;0;0;0
57;6;0;0;0;0;0;0;0
58;0;0.934210526;0.052631579;0.013157895;0;0;0;0
58;1;0.066666667;0.788888889;0.1;0.044444444;0;0;0
58;2;0.02739726;0.082191781;0.821917808;0.068493151;0;0;0
58;3;0;0.012987013;0.116883117;0.779220779;0.090909091;0;0
58;4;0.036363636;0;0.036363636;0.127272727;0.8;0;0
58;5;0;0;0;0;0;0;0
58;6;0;0;0;0;0;0;0
59;0;0.879518072;0.120481928;0;0;0;0;0
59;1;0.079545455;0.772727273;0.113636364;0.034090909;0;0;0
59;2;0;0.092198582;0.815602837;0.092198582;0;0;0
59;3;0.012345679;0.037037037;0.061728395;0.827160494;0.061728395;0;0
59;4;0.019607843;0;0.039215686;0.078431373;0.862745098;0;0
59;5;0;0;0;0;0;0;0
59;6;0;0;0;0;0;0;0
60;0;0.682926829;0.195121951;0.097560976;0.024390244;0;0;0
60;1;0.085106383;0.606382979;0.255319149;0.053191489;0;0;0
60;2;0.053030303;0.113636364;0.651515152;0.181818182;0;0;0
60;3;0.034482759;0.011494253;0.183908046;0.655172414;0.114942529;0;0
60;4;0;0.020408163;0.06122449;0.224489796;0.693877551;0;0
60;5;0;0;0;0;0;0;0
60;6;0;0;0;0;0;0;0
61;0;0.891891892;0.094594595;0.013513514;0;0;0;0
61;1;0.055555556;0.866666667;0.066666667;0.011111111;0;0;0
61;2;0;0.058394161;0.824817518;0.116788321;0;0;0
61;3;0.01010101;0.01010101;0.090909091;0.818181818;0.070707071;0;0
61;4;0;0;0;0.090909091;0.909090909;0;0
61;5;0;0;0;0;0;0;0
61;6;0;0;0;0;0;0;0
62;0;0.930555556;0.055555556;0.013888889;0;0;0;0
62;1;0.031914894;0.893617021;0.053191489;0.021276596;0;0;0
62;2;0.023255814;0.062015504;0.84496124;0.069767442;0;0;0
62;3;0;0;0.068627451;0.882352941;0.049019608;0;0
62;4;0;0;0.021276596;0.085106383;0.893617021;0;0
62;5;0;0;0;0;0;0;0
62;6;0;0;0;0;0;0;0
63;0;0.917808219;0.04109589;0.04109589;0;0;0;0
63;1;0.052083333;0.802083333;0.145833333;0;0;0;0
63;2;0.016260163;0.089430894;0.796747967;0.097560976;0;0;0
63;3;0;0.038095238;0.085714286;0.780952381;0.095238095;0;0
63;4;0.021276596;0;0.021276596;0.127659574;0.829787234;0;0
63;5;0;0;0;0;0;0;0
63;6;0;0;0;0;0;0;0
64;0;0.96;0.04;0;0;0;0;0
64;1;0.105263158;0.842105263;0.042105263;0.010526316;0;0;0
64;2;0;0.032;0.872;0.088;0.008;0;0
64;3;0.01;0.02;0.08;0.84;0.05;0;0
64;4;0.020408163;0.020408163;0;0.12244898;0.836734694;0;0
64;5;0;0;0;0;0;0;0
64;6;0;0;0;0;0;0;0
65;0;0.94047619;0.05952381;0;0;0;0;0
65;1;0.077777778;0.822222222;0.088888889;0.011111111;0;0;0
65;2;0.041322314;0.115702479;0.768595041;0.05785124;0.016528926;0;0
65;3;0;0.039215686;0.117647059;0.794117647;0.049019608;0;0
65;4;0;0;0.14893617;0.085106383;0.765957447;0;0
65;5;0;0;0;0;0;0;0
65;6;0;0;0;0;0;0;0
66;0;0.923076923;0.076923077;0;0;0;0;0
66;1;0.072164948;0.783505155;0.144329897;0;0;0;0
66;2;0.033333333;0.1;0.791666667;0.066666667;0.008333333;0;0
66;3;0;0.043010753;0.139784946;0.76344086;0.053763441;0;0
66;4;0.046511628;0;0;0.186046512;0.76744186;0;0
66;5;0;0;0;0;0;0;0
66;6;0;0;0;0;0;0;0
67;0;0.87628866;0.082474227;0.041237113;0;0;0;0
67;1;0.080808081;0.808080808;0.101010101;0.01010101;0;0;0
67;2;0.016393443;0.081967213;0.795081967;0.106557377;0;0;0
67;3;0;0;0.091954023;0.850574713;0.057471264;0;0
67;4;0;0;0;0.230769231;0.769230769;0;0
67;5;0;0;0;0;0;0;0
67;6;0;0;0;0;0;0;0
68;0;0.947368421;0.042105263;0;0.010526316;0;0;0
68;1;0.030612245;0.857142857;0.091836735;0.020408163;0;0;0
68;2;0.033613445;0.092436975;0.806722689;0.050420168;0.016806723;0;0
68;3;0;0;0.12371134;0.835051546;0.041237113;0;0
68;4;0;0;0.085714286;0.085714286;0.828571429;0;0
68;5;0;0;0;0;0;0;0
68;6;0;0;0;0;0;0;0
69;0;0.907216495;0.06185567;0.020618557;0.010309278;0;0;0
69;1;0.04040404;0.828282828;0.131313131;0;0;0;0
69;2;0.033333333;0.091666667;0.766666667;0.091666667;0.016666667;0;0
69;3;0.010752688;0.043010753;0.107526882;0.795698925;0.043010753;0;0
69;4;0.057142857;0;0.028571429;0.142857143;0.771428571;0;0
69;5;0;0;0;0;0;0;0
69;6;0;0;0;0;0;0;0
70;0;0.898989899;0.070707071;0.03030303;0;0;0;0
70;1;0.077669903;0.86407767;0.058252427;0;0;0;0
70;2;0.025423729;0.06779661;0.830508475;0.076271186;0;0;0
70;3;0.010989011;0.010989011;0.065934066;0.835164835;0.076923077;0;0
70;4;0;0;0.03030303;0.090909091;0.878787879;0;0
70;5;0;0;0;0;0;0;0
70;6;0;0;0;0;0;0;0
71;0;0.910891089;0.079207921;0;0.00990099;0;0;0
71;1;0.057142857;0.857142857;0.066666667;0.019047619;0;0;0
71;2;0.01754386;0.122807018;0.710526316;0.140350877;0.00877193;0;0
71;3;0;0.011363636;0.102272727;0.840909091;0.045454545;0;0
71;4;0.027777778;0;0;0.166666667;0.805555556;0;0
71;5;0;0;0;0;0;0;0
71;6;0;0;0;0;0;0;0
72;0;0.841584158;0.118811881;0.02970297;0;0.00990099;0;0
72;1;0.079646018;0.761061947;0.123893805;0.03539823;0;0;0
72;2;0.020618557;0.06185567;0.762886598;0.144329897;0.010309278;0;0
72;3;0;0.01010101;0.121212121;0.797979798;0.070707071;0;0
72;4;0;0;0;0.147058824;0.852941176;0;0
72;5;0;0;0;0;0;0;0
72;6;0;0;0;0;0;0;0
73;0;0.895833333;0.083333333;0.020833333;0;0;0;0
73;1;0.047619048;0.79047619;0.161904762;0;0;0;0
73;2;0.009708738;0.048543689;0.834951456;0.097087379;0.009708738;0;0
73;3;0;0.009803922;0.078431373;0.843137255;0.068627451;0;0
73;4;0;0;0.026315789;0.052631579;0.921052632;0;0
73;5;0;0;0;0;0;0;0
73;6;0;0;0;0;0;0;0
74;0;0.913043478;0.076086957;0.010869565;0;0;0;0
74;1;0.06185567;0.793814433;0.134020619;0.010309278;0;0;0
74;2;0.00877193;0.070175439;0.850877193;0.061403509;0.00877193;0;0
74;3;0;0.020408163;0.051020408;0.867346939;0.06122449;0;0
74;4;0;0;0.023255814;0.139534884;0.837209302;0;0
74;5;0;0;0;0;0;0;0
74;6;0;0;0;0;0;0;0
75;0;0.868131868;0.087912088;0.021978022;0.021978022;0;0;0
75;1;0.031914894;0.829787234;0.095744681;0.031914894;0.010638298;0;0
75;2;0.008547009;0.076923077;0.829059829;0.076923077;0.008547009;0;0
75;3;0;0.02020202;0.04040404;0.828282828;0.111111111;0;0
75;4;0.023255814;0;0.023255814;0.046511628;0.906976744;0;0
75;5;0;0;0;0;0;0;0
75;6;0;0;0;0;0;0;0
76;0;0.964285714;0.035714286;0;0;0;0;0
76;1;0.051546392;0.87628866;0.041237113;0.030927835;0;0;0
76;2;0.008849558;0.115044248;0.778761062;0.097345133;0;0;0
76;3;0;0;0.06122449;0.867346939;0.071428571;0;0
76;4;0.019230769;0;0;0.115384615;0.865384615;0;0
76;5;0;0;0;0;0;0;0
76;6;0;0;0;0;0;0;0
77;0;0.920454545;0.056818182;0.022727273;0;0;0;0
77;1;0.069306931;0.831683168;0.069306931;0.02970297;0;0;0
77;2;0.040816327;0.040816327;0.857142857;0.06122449;0;0;0
77;3;0.019047619;0.00952381;0.133333333;0.80952381;0.028571429;0;0
77;4;0;0;0.038461538;0.096153846;0.865384615;0;0
77;5;0;0;0;0;0;0;0
77;6;0;0;0;0;0;0;0
78;0;0.829787234;0.127659574;0.031914894;0;0.010638298;0;0
78;1;0.106382979;0.670212766;0.180851064;0.031914894;0.010638298;0;0
78;2;0.036697248;0.128440367;0.697247706;0.119266055;0.018348624;0;0
78;3;0.04040404;0.04040404;0.121212121;0.717171717;0.080808081;0;0
78;4;0.020833333;0;0.125;0.125;0.729166667;0;0
78;5;0;0;0;0;0;0;0
78;6;0;0;0;0;0;0;0
79;0;0.927835052;0.051546392;0.020618557;0;0;0;0
79;1;0.053763441;0.838709677;0.107526882;0;0;0;0
79;2;0.01754386;0.078947368;0.807017544;0.087719298;0.00877193;0;0
79;3;0;0.032258065;0.053763441;0.892473118;0.021505376;0;0
79;4;0;0;0;0.085106383;0.914893617;0;0
79;5;0;0;0;0;0;0;0
79;6;0;0;0;0;0;0;0
80;0;0.927835052;0.041237113;0.010309278;0;0.020618557;0;0
80;1;0.094736842;0.810526316;0.063157895;0.031578947;0;0;0
