Occupancy Model;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Transition Probability Matrix;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Three resident house;;;;;;;;;;;;;;;;;
Weekend;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Ten minute period number;Combined State  @t;Combined State  @t+1;;;;;;;;;;;;;;;
;;00;01;02;03;10;11;12;13;20;21;22;23;30;31;32;33
1;00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;01;0;0.8;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
1;02;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1;03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1;11;0;0;0;0;0.2;0.8;0;0;0;0;0;0;0;0;0;0
1;12;0;0;0;0;0;0.14286;0.80952;0;0;0;0.047619;0;0;0;0;0
1;13;0;0;0;0;0;0;0.375;0.5;0;0;0;0.125;0;0;0;0
1;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;21;0;0;0;0;0;0;0;0;0.085106;0.84043;0;0;0;0.06383;0.010638;0
1;22;0;0;0;0;0;0;0;0;0.0625;0.25;0.625;0;0;0;0.0625;0
1;23;0;0;0;0;0;0;0;0;0;0;0.16667;0.66667;0;0;0.16667;0
1;30;0;0;0;0;0;0;0;0;0;0;0;0;0.99677;0.0032258;0;0
1;31;0;0;0;0;0;0;0;0;0;0;0;0;0.25806;0.74194;0;0
1;32;0;0;0;0;0;0;0;0;0;0;0;0;0.026316;0.21053;0.76316;0
1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18182;0.81818
2;00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;01;0.25;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;02;0;0.14286;0.85714;0;0;0;0;0;0;0;0;0;0;0;0;0
2;03;0;0.14286;0;0.57143;0;0;0.14286;0.14286;0;0;0;0;0;0;0;0
2;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2;11;0;0;0;0;0;0.83333;0;0;0.083333;0.083333;0;0;0;0;0;0
2;12;0;0;0;0;0;0.2;0.6;0;0;0;0.1;0;0;0;0.1;0
2;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2;21;0;0;0;0;0;0;0;0;0.060241;0.90361;0;0;0.012048;0.024096;0;0
2;22;0;0;0;0;0;0;0;0;0;0.076923;0.84615;0;0;0;0.076923;0
2;23;0;0;0;0;0;0;0;0;0;0.11111;0.11111;0.44444;0;0;0.11111;0.22222
2;30;0;0;0;0;0;0;0;0;0;0;0;0;0.99701;0.002994;0;0
2;31;0;0;0;0;0;0;0;0;0;0;0;0;0.16667;0.83333;0;0
2;32;0;0;0;0;0;0;0;0;0;0;0;0;0.22857;0.085714;0.65714;0.028571
2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11111;0;0.88889
3;00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;01;0;0.8;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
3;02;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3;03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3;11;0;0;0;0;0.071429;0.78571;0;0;0;0.14286;0;0;0;0;0;0
3;12;0;0;0;0;0;0;0.92308;0;0;0;0.076923;0;0;0;0;0
3;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3;21;0;0;0;0;0;0;0;0;0.025641;0.88462;0.012821;0;0.025641;0.051282;0;0
3;22;0;0;0;0;0;0;0;0;0;0.28571;0.57143;0;0;0.071429;0.071429;0
3;23;0;0;0;0;0;0;0;0;0;0.25;0.5;0.25;0;0;0;0
3;30;0;0;0;0;0;0;0;0;0;0.002809;0;0;0.99438;0.002809;0;0
3;31;0;0;0;0;0;0;0;0;0;0;0;0;0.16883;0.80519;0.025974;0
3;32;0;0;0;0;0;0;0;0;0;0;0;0;0.074074;0.074074;0.85185;0
3;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.27273;0.72727
4;00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;01;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;02;0;0.16667;0.83333;0;0;0;0;0;0;0;0;0;0;0;0;0
4;03;0;0;0;0.75;0;0;0;0.25;0;0;0;0;0;0;0;0
4;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
4;11;0;0;0;0;0;0.81818;0;0;0;0.18182;0;0;0;0;0;0
4;12;0;0;0;0;0;0;0.91667;0;0;0.083333;0;0;0;0;0;0
4;13;0;0;0;0;0;0;0.2;0.6;0;0;0;0.2;0;0;0;0
4;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
4;21;0;0;0;0;0;0;0;0;0.064935;0.90909;0.012987;0;0;0.012987;0;0
4;22;0;0;0;0;0;0;0;0;0.083333;0.16667;0.75;0;0;0;0;0
4;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
4;30;0;0;0;0;0;0;0;0;0;0;0;0;0.9973;0.0026954;0;0
4;31;0;0;0;0;0;0;0;0;0;0;0;0;0.14286;0.85714;0;0
4;32;0;0;0;0;0;0;0;0;0;0;0;0;0.068966;0.24138;0.68966;0
4;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0.875
5;00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;01;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;02;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5;03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5;10;0;0;0;0;0.875;0;0;0;0.125;0;0;0;0;0;0;0
5;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5;13;0;0;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0;0
5;20;0;0;0;0;0;0;0;0;0.9863;0.013699;0;0;0;0;0;0
5;21;0;0;0;0;0;0;0;0;0.08;0.90667;0.013333;0;0;0;0;0
5;22;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0
5;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5;30;0;0;0;0;0;0;0;0;0;0;0;0;0.99215;0.0052356;0.0026178;0
