Act_TV;Act_Cooking;Act_Laundry;Act_WashDress;Act_Iron;Act_HouseClean
0.52381;0.19298;0.00627;0.10777;0.02381;0.02820
0.55465;0.17525;0.00942;0.09736;0.02387;0.02764
0.60433;0.14313;0.00827;0.09097;0.02481;0.02226
0.62897;0.11881;0.01080;0.08259;0.02732;0.02795
0.63700;0.11204;0.00704;0.07810;0.02561;0.02369
0.64520;0.10774;0.00619;0.08173;0.02601;0.02663
0.66133;0.09667;0.00554;0.08313;0.02525;0.03079
0.68762;0.08626;0.00493;0.07763;0.02588;0.02896
0.69818;0.08182;0.00667;0.08848;0.02061;0.02364
0.70684;0.08480;0.00485;0.09085;0.01817;0.02483
0.70733;0.09375;0.00781;0.09796;0.01923;0.01983
0.70950;0.08667;0.00538;0.10819;0.01614;0.02630
0.73123;0.07151;0.00536;0.09654;0.01609;0.01967
0.75922;0.06243;0.01011;0.08502;0.01486;0.01605
0.76218;0.06224;0.00881;0.08632;0.01468;0.01996
0.76900;0.06718;0.00295;0.08839;0.01120;0.02062
0.75532;0.06070;0.00250;0.11139;0.01377;0.01815
0.67973;0.08385;0.00687;0.18557;0.01168;0.01237
0.69356;0.06511;0.00637;0.15499;0.01062;0.01486
0.69940;0.05655;0.00595;0.16146;0.01190;0.00967
0.68057;0.05254;0.00417;0.17181;0.00917;0.02168
0.69180;0.05844;0.00377;0.17342;0.00754;0.01697
0.66631;0.04676;0.00106;0.17003;0.00744;0.01275
0.59860;0.05874;0.00420;0.21259;0.00280;0.01259
0.58101;0.05237;0.00327;0.17840;0.00164;0.01964
0.61690;0.05501;0.00196;0.13360;0.00393;0.01375
0.55941;0.05941;0.00743;0.19059;0.00495;0.01733
0.54775;0.05899;0.00562;0.16011;0.00562;0.02528
0.57343;0.05594;0.00000;0.16434;0.01049;0.02797
