Occupancy Model;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Transition Probability Matrix;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Two resident house;;;;;;;;;;;;;;;;;;;
Weekday;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Ten minute period number;Combined State  @t;Combined State  @t+1;;;;;;;;;;;;;;;;;
;;00;01;02;10;11;12;20;21;22;;;;;;;;;
1;00;1;0;0;0;0;0;0;0;0;;;;;;;;;
1;01;0.125;0.875;0;0;0;0;0;0;0;;;;;;;;;
1;02;0;0.064516;0.77419;0.032258;0.032258;0.064516;0;0;0.032258;;;;;;;;;
1;10;0;0;0;0.98864;0;0;0;0.011364;0;;;;;;;;;
1;11;0;0;0;0.02;0.95;0;0;0.03;0;;;;;;;;;
1;12;0;0;0;0.035714;0.071429;0.75;0;0.035714;0.10714;;;;;;;;;
1;20;0;0;0;0;0;0;0.99862;0.0013784;0;;;;;;;;;
1;21;0;0;0;0;0;0;0.28774;0.70755;0.004717;;;;;;;;;
1;22;0;0;0;0;0;0;0.085366;0.19512;0.71951;;;;;;;;;
2;00;1;0;0;0;0;0;0;0;0;;;;;;;;;
2;01;0;1;0;0;0;0;0;0;0;;;;;;;;;
2;02;0.041667;0.083333;0.79167;0;0.041667;0.041667;0;0;0;;;;;;;;;
2;10;0;0;0;0.97802;0.021978;0;0;0;0;;;;;;;;;
2;11;0;0;0;0.020408;0.95918;0;0.010204;0.010204;0;;;;;;;;;
2;12;0;0;0;0;0.086957;0.82609;0;0;0.086957;;;;;;;;;
2;20;0;0;0;0;0;0;0.99341;0.006592;0;;;;;;;;;
2;21;0;0;0;0;0;0;0.24277;0.75145;0.0057803;;;;;;;;;
2;22;0;0;0;0;0;0;0.0625;0.15625;0.78125;;;;;;;;;
3;00;0.88889;0;0;0.11111;0;0;0;0;0;;;;;;;;;
3;01;0.090909;0.72727;0;0.090909;0.090909;0;0;0;0;;;;;;;;;
3;02;0;0.052632;0.84211;0;0;0.10526;0;0;0;;;;;;;;;
3;10;0;0;0;1;0;0;0;0;0;;;;;;;;;
3;11;0;0.010101;0;0.060606;0.87879;0;0.020202;0.020202;0.010101;;;;;;;;;
3;12;0;0;0;0;0.1;0.8;0;0;0.1;;;;;;;;;
3;20;0;0;0;0;0;0;0.99614;0.003861;0;;;;;;;;;
3;21;0;0;0;0;0;0;0.29801;0.69536;0.0066225;;;;;;;;;
3;22;0;0;0;0;0;0;0.056604;0.18868;0.75472;;;;;;;;;
4;00;1;0;0;0;0;0;0;0;0;;;;;;;;;
4;01;0;0.7;0.1;0;0.2;0;0;0;0;;;;;;;;;
4;02;0;0.0625;0.75;0;0;0.125;0;0;0.0625;;;;;;;;;
4;10;0;0;0;1;0;0;0;0;0;;;;;;;;;
4;11;0;0;0;0.055556;0.9;0;0.011111;0.033333;0;;;;;;;;;
4;12;0;0;0;0;0.055556;0.83333;0;0.11111;0;;;;;;;;;
4;20;0;0;0;0;0;0;0.99687;0.0031289;0;;;;;;;;;
4;21;0;0;0;0;0;0;0.26829;0.73171;0;;;;;;;;;
4;22;0;0;0;0;0;0;0.045455;0.11364;0.84091;;;;;;;;;
5;00;1;0;0;0;0;0;0;0;0;;;;;;;;;
