Ten minute period number;Active occupant count in time period;Probability of transition to zero active occupants in next time period;Probability of transition to one active occupant in next time period;Probability of transition to two active occupants in next time period;Probability of transition to three active occupants in next time period;Probability of transition to four active occupants in next time period;Probability of transition to five active occupants in next time period;Probability of transition to six active occupants in next time period
18;2;0;0.25;0.75;0;0;0;0
18;3;0;0;0;0;0;0;0
18;4;0;0;0;0;0;0;0
18;5;0;0;0;0;0;0;0
18;6;0;0;0;0;0;0;0
19;0;0.996969697;0.003030303;0;0;0;0;0
19;1;0.08;0.92;0;0;0;0;0
19;2;0.5;0;0.5;0;0;0;0
19;3;0;0;0;0;0;0;0
19;4;0;0;0;0;0;0;0
19;5;0;0;0;0;0;0;0
19;6;0;0;0;0;0;0;0
20;0;0.998489426;0;0.001510574;0;0;0;0
20;1;0.16;0.84;0;0;0;0;0
20;2;0.5;0;0.5;0;0;0;0
20;3;0;0;0;0;0;0;0
20;4;0;0;0;0;0;0;0
20;5;0;0;0;0;0;0;0
20;6;0;0;0;0;0;0;0
21;0;0.995495495;0.004504505;0;0;0;0;0
21;1;0.142857143;0.857142857;0;0;0;0;0
21;2;0;0;1;0;0;0;0
21;3;0;0;0;0;0;0;0
21;4;0;0;0;0;0;0;0
21;5;0;0;0;0;0;0;0
21;6;0;0;0;0;0;0;0
22;0;0.995495495;0.004504505;0;0;0;0;0
22;1;0.095238095;0.904761905;0;0;0;0;0
22;2;0;0;1;0;0;0;0
22;3;0;0;0;0;0;0;0
22;4;0;0;0;0;0;0;0
22;5;0;0;0;0;0;0;0
22;6;0;0;0;0;0;0;0
23;0;0.989473684;0.009022556;0.001503759;0;0;0;0
23;1;0.272727273;0.727272727;0;0;0;0;0
23;2;0;0;1;0;0;0;0
23;3;0;0;0;0;0;0;0
23;4;0;0;0;0;0;0;0
23;5;0;0;0;0;0;0;0
23;6;0;0;0;0;0;0;0
24;0;0.983433735;0.016566265;0;0;0;0;0
24;1;1;0;0;0;0;0;0
24;2;1;0;0;0;0;0;0
24;3;0;0;0;0;0;0;0
24;4;0;0;0;0;0;0;0
24;5;0;0;0;0;0;0;0
24;6;0;0;0;0;0;0;0
25;0;0.998525074;0;0.001474926;0;0;0;0
25;1;0;1;0;0;0;0;0
25;2;0;0;0;0;0;0;0
25;3;0;0;0;0;0;0;0
25;4;0;0;0;0;0;0;0
25;5;0;0;0;0;0;0;0
25;6;0;0;0;0;0;0;0
26;0;0.992614476;0.005908419;0.001477105;0;0;0;0
26;1;0;1;0;0;0;0;0
26;2;0;1;0;0;0;0;0
26;3;0;0;0;0;0;0;0
26;4;0;0;0;0;0;0;0
26;5;0;0;0;0;0;0;0
26;6;0;0;0;0;0;0;0
27;0;0.994047619;0.005952381;0;0;0;0;0
27;1;0.5;0.5;0;0;0;0;0
27;2;0;0;1;0;0;0;0
27;3;0;0;0;0;0;0;0
27;4;0;0;0;0;0;0;0
27;5;0;0;0;0;0;0;0
27;6;0;0;0;0;0;0;0
28;0;0.99556213;0.00443787;0;0;0;0;0
28;1;0.333333333;0.666666667;0;0;0;0;0
28;2;0;0;1;0;0;0;0
28;3;0;0;0;0;0;0;0
28;4;0;0;0;0;0;0;0
28;5;0;0;0;0;0;0;0
28;6;0;0;0;0;0;0;0
29;0;0.992614476;0.007385524;0;0;0;0;0
29;1;0.545454545;0.454545455;0;0;0;0;0
29;2;0;0;1;0;0;0;0
29;3;0;0;0;0;0;0;0
29;4;0;0;0;0;0;0;0
29;5;0;0;0;0;0;0;0
29;6;0;0;0;0;0;0;0
30;0;0.982300885;0.016224189;0.001474926;0;0;0;0
30;1;0.3;0.7;0;0;0;0;0
30;2;0;1;0;0;0;0;0
30;3;0;0;0;0;0;0;0
30;4;0;0;0;0;0;0;0
30;5;0;0;0;0;0;0;0
30;6;0;0;0;0;0;0;0
31;0;0.994020927;0.005979073;0;0;0;0;0
31;1;0.263157895;0.684210526;0.052631579;0;0;0;0
31;2;1;0;0;0;0;0;0
31;3;0;0;0;0;0;0;0
31;4;0;0;0;0;0;0;0
31;5;0;0;0;0;0;0;0
31;6;0;0;0;0;0;0;0
32;0;0.980625931;0.019374069;0;0;0;0;0
32;1;0.058823529;0.941176471;0;0;0;0;0
32;2;0;1;0;0;0;0;0
32;3;0;0;0;0;0;0;0
32;4;0;0;0;0;0;0;0
32;5;0;0;0;0;0;0;0
32;6;0;0;0;0;0;0;0
33;0;0.987860395;0.012139605;0;0;0;0;0
33;1;0.233333333;0.7;0.066666667;0;0;0;0
33;2;0;0;0;0;0;0;0
33;3;0;0;0;0;0;0;0
33;4;0;0;0;0;0;0;0
33;5;0;0;0;0;0;0;0
33;6;0;0;0;0;0;0;0
34;0;0.990881459;0.009118541;0;0;0;0;0
34;1;0.24137931;0.724137931;0.034482759;0;0;0;0
34;2;0;0;1;0;0;0;0
34;3;0;0;0;0;0;0;0
34;4;0;0;0;0;0;0;0
34;5;0;0;0;0;0;0;0
34;6;0;0;0;0;0;0;0
35;0;0.972685888;0.027314112;0;0;0;0;0
35;1;0.333333333;0.666666667;0;0;0;0;0
35;2;0;0;1;0;0;0;0
35;3;0;0;0;0;0;0;0
35;4;0;0;0;0;0;0;0
35;5;0;0;0;0;0;0;0
35;6;0;0;0;0;0;0;0
36;0;0.963076923;0.032307692;0.004615385;0;0;0;0
36;1;0.055555556;0.861111111;0.083333333;0;0;0;0
36;2;0.333333333;0.666666667;0;0;0;0;0
36;3;0;0;0;0;0;0;0
36;4;0;0;0;0;0;0;0
36;5;0;0;0;0;0;0;0
36;6;0;0;0;0;0;0;0
37;0;0.987281399;0.011128776;0.001589825;0;0;0;0
37;1;0.148148148;0.833333333;0.018518519;0;0;0;0
37;2;0;0;1;0;0;0;0
37;3;0;0;0;0;0;0;0
37;4;0;0;0;0;0;0;0
37;5;0;0;0;0;0;0;0
37;6;0;0;0;0;0;0;0
38;0;0.982511924;0.017488076;0;0;0;0;0
38;1;0.134615385;0.826923077;0.038461538;0;0;0;0
38;2;0;0.125;0.75;0.125;0;0;0
38;3;0;0;0;0;0;0;0
38;4;0;0;0;0;0;0;0
38;5;0;0;0;0;0;0;0
38;6;0;0;0;0;0;0;0
39;0;0.9584;0.04;0.0016;0;0;0;0
39;1;0.218181818;0.781818182;0;0;0;0;0
39;2;0;0.125;0.75;0.125;0;0;0
39;3;0;0;1;0;0;0;0
39;4;0;0;0;0;0;0;0
39;5;0;0;0;0;0;0;0
39;6;0;0;0;0;0;0;0
40;0;0.981996727;0.01309329;0.004909984;0;0;0;0
40;1;0.101449275;0.84057971;0.057971014;0;0;0;0
40;2;0;0;0.875;0.125;0;0;0
40;3;0;0;0;1;0;0;0
40;4;0;0;0;0;0;0;0
40;5;0;0;0;0;0;0;0
40;6;0;0;0;0;0;0;0
41;0;0.965403624;0.031301483;0.003294893;0;0;0;0
41;1;0.136363636;0.848484848;0.015151515;0;0;0;0
41;2;0.071428571;0.142857143;0.785714286;0;0;0;0
41;3;0;0;0;1;0;0;0
41;4;0;0;0;0;0;0;0
41;5;0;0;0;0;0;0;0
41;6;0;0;0;0;0;0;0
42;0;0.859060403;0.10738255;0.033557047;0;0;0;0
42;1;0.090909091;0.805194805;0.090909091;0.012987013;0;0;0
42;2;0.071428571;0.071428571;0.857142857;0;0;0;0
42;3;0.5;0.5;0;0;0;0;0
42;4;0;0;0;0;0;0;0
42;5;0;0;0;0;0;0;0
42;6;0;0;0;0;0;0;0
43;0;0.930902111;0.067178503;0.001919386;0;0;0;0
43;1;0.0390625;0.8828125;0.078125;0;0;0;0
43;2;0;0.128205128;0.794871795;0.076923077;0;0;0
43;3;0;0;0;1;0;0;0
43;4;0;0;0;0;0;0;0
43;5;0;0;0;0;0;0;0
43;6;0;0;0;0;0;0;0
44;0;0.916326531;0.075510204;0.008163265;0;0;0;0
44;1;0.052287582;0.830065359;0.098039216;0.019607843;0;0;0
44;2;0.047619048;0.119047619;0.80952381;0.023809524;0;0;0
44;3;0;0;0;1;0;0;0
44;4;0;0;0;0;0;0;0
44;5;0;0;0;0;0;0;0
44;6;0;0;0;0;0;0;0
45;0;0.897603486;0.091503268;0.010893246;0;0;0;0
45;1;0.112426036;0.75147929;0.124260355;0.01183432;0;0;0
45;2;0;0.056603774;0.79245283;0.150943396;0;0;0
45;3;0;0;0.25;0.75;0;0;0
45;4;0;0;0;0;0;0;0
45;5;0;0;0;0;0;0;0
45;6;0;0;0;0;0;0;0
46;0;0.923433875;0.062645012;0.013921114;0;0;0;0
46;1;0.075581395;0.831395349;0.093023256;0;0;0;0
46;2;0;0.071428571;0.871428571;0.057142857;0;0;0
46;3;0.0625;0;0.0625;0.875;0;0;0
46;4;0;0;0;0;0;0;0
46;5;0;0;0;0;0;0;0
46;6;0;0;0;0;0;0;0
47;0;0.895631068;0.084951456;0.019417476;0;0;0;0
47;1;0.04;0.857142857;0.097142857;0.005714286;0;0;0
47;2;0;0.095238095;0.857142857;0.047619048;0;0;0
47;3;0.055555556;0;0.055555556;0.888888889;0;0;0
47;4;0;0;0;0;0;0;0
47;5;0;0;0;0;0;0;0
47;6;0;0;0;0;0;0;0
48;0;0.814323607;0.153846154;0.023872679;0.00795756;0;0;0
48;1;0.067357513;0.720207254;0.186528497;0.025906736;0;0;0
48;2;0;0.06122449;0.857142857;0.081632653;0;0;0
48;3;0.047619048;0.047619048;0.095238095;0.80952381;0;0;0
48;4;0;0;0;0;0;0;0
48;5;0;0;0;0;0;0;0
48;6;0;0;0;0;0;0;0
49;0;0.903426791;0.090342679;0.00623053;0;0;0;0
49;1;0.044117647;0.81372549;0.137254902;0.004901961;0;0;0
49;2;0.007633588;0.06870229;0.809160305;0.114503817;0;0;0
49;3;0.03030303;0.03030303;0.151515152;0.787878788;0;0;0
49;4;0;0;0;0;0;0;0
49;5;0;0;0;0;0;0;0
49;6;0;0;0;0;0;0;0
50;0;0.900332226;0.07641196;0.019933555;0.003322259;0;0;0
50;1;0.053658537;0.795121951;0.131707317;0.019512195;0;0;0
50;2;0;0.092198582;0.80141844;0.106382979;0;0;0
50;3;0;0;0.119047619;0.880952381;0;0;0
50;4;0;0;0;0;0;0;0
50;5;0;0;0;0;0;0;0
50;6;0;0;0;0;0;0;0
51;0;0.833333333;0.138297872;0.024822695;0.003546099;0;0;0
51;1;0.035175879;0.788944724;0.165829146;0.010050251;0;0;0
51;2;0;0.072847682;0.841059603;0.086092715;0;0;0
51;3;0.01754386;0.070175439;0.105263158;0.807017544;0;0;0
51;4;0;0;0;0;0;0;0
51;5;0;0;0;0;0;0;0
51;6;0;0;0;0;0;0;0
52;0;0.917695473;0.0781893;0.004115226;0;0;0;0
52;1;0.018957346;0.867298578;0.113744076;0;0;0;0
52;2;0;0.063583815;0.87283237;0.063583815;0;0;0
52;3;0.016129032;0.032258065;0.048387097;0.903225806;0;0;0
52;4;0;0;0;0;0;0;0
52;5;0;0;0;0;0;0;0
52;6;0;0;0;0;0;0;0
53;0;0.872807018;0.105263158;0.021929825;0;0;0;0
53;1;0.051162791;0.83255814;0.111627907;0.004651163;0;0;0
53;2;0.016759777;0.072625698;0.832402235;0.078212291;0;0;0
53;3;0.044776119;0.044776119;0.074626866;0.835820896;0;0;0
53;4;0;0;0;0;0;0;0
53;5;0;0;0;0;0;0;0
53;6;0;0;0;0;0;0;0
54;0;0.773148148;0.162037037;0.060185185;0.00462963;0;0;0
54;1;0.063926941;0.698630137;0.200913242;0.03652968;0;0;0
54;2;0.005464481;0.06010929;0.808743169;0.12568306;0;0;0
54;3;0;0.042253521;0.14084507;0.816901408;0;0;0
54;4;0;0;0;0;0;0;0
54;5;0;0;0;0;0;0;0
54;6;0;0;0;0;0;0;0
55;0;0.824175824;0.142857143;0.021978022;0.010989011;0;0;0
55;1;0.034653465;0.826732673;0.133663366;0.004950495;0;0;0
55;2;0;0.074418605;0.851162791;0.074418605;0;0;0
55;3;0.011111111;0;0.1;0.888888889;0;0;0
55;4;0;0;0;0;0;0;0
55;5;0;0;0;0;0;0;0
55;6;0;0;0;0;0;0;0
56;0;0.905063291;0.082278481;0.012658228;0;0;0;0
56;1;0.057416268;0.803827751;0.129186603;0.009569378;0;0;0
56;2;0.01793722;0.085201794;0.834080717;0.062780269;0;0;0
56;3;0.02020202;0.02020202;0.060606061;0.898989899;0;0;0
56;4;0;0;0;0;0;0;0
56;5;0;0;0;0;0;0;0
56;6;0;0;0;0;0;0;0
57;0;0.857142857;0.130434783;0.00621118;0.00621118;0;0;0
57;1;0.03960396;0.851485149;0.094059406;0.014851485;0;0;0
57;2;0.031674208;0.054298643;0.773755656;0.140271493;0;0;0
57;3;0.019047619;0.00952381;0.104761905;0.866666667;0;0;0
57;4;0;0;0;0;0;0;0
57;5;0;0;0;0;0;0;0
57;6;0;0;0;0;0;0;0
58;0;0.896774194;0.096774194;0.006451613;0;0;0;0
58;1;0.053398058;0.825242718;0.121359223;0;0;0;0
58;2;0.014851485;0.079207921;0.851485149;0.054455446;0;0;0
58;3;0;0.023809524;0.111111111;0.865079365;0;0;0
58;4;0;0;0;0;0;0;0
58;5;0;0;0;0;0;0;0
58;6;0;0;0;0;0;0;0
59;0;0.934640523;0.058823529;0.006535948;0;0;0;0
59;1;0.068627451;0.81372549;0.112745098;0.004901961;0;0;0
59;2;0.014150943;0.089622642;0.825471698;0.070754717;0;0;0
59;3;0.016666667;0.083333333;0.066666667;0.833333333;0;0;0
59;4;0;0;0;0;0;0;0
59;5;0;0;0;0;0;0;0
59;6;0;0;0;0;0;0;0
60;0;0.759259259;0.185185185;0.049382716;0.00617284;0;0;0
60;1;0.102941176;0.656862745;0.196078431;0.044117647;0;0;0
60;2;0.019323671;0.164251208;0.724637681;0.09178744;0;0;0
60;3;0.025862069;0;0.163793103;0.810344828;0;0;0
60;4;0;0;0;0;0;0;0
60;5;0;0;0;0;0;0;0
60;6;0;0;0;0;0;0;0
61;0;0.927152318;0.052980132;0.013245033;0.006622517;0;0;0
61;1;0.055555556;0.863636364;0.075757576;0.005050505;0;0;0
61;2;0;0.036866359;0.912442396;0.050691244;0;0;0
61;3;0.008130081;0.016260163;0.073170732;0.902439024;0;0;0
61;4;0;0;0;0;0;0;0
61;5;0;0;0;0;0;0;0
61;6;0;0;0;0;0;0;0
62;0;0.927631579;0.065789474;0;0.006578947;0;0;0
62;1;0.047619048;0.920634921;0.026455026;0.005291005;0;0;0
62;2;0.017857143;0.0625;0.857142857;0.0625;0;0;0
62;3;0.016129032;0.032258065;0.056451613;0.89516129;0;0;0
62;4;0;0;0;0;0;0;0
62;5;0;0;0;0;0;0;0
62;6;0;0;0;0;0;0;0
63;0;0.929487179;0.057692308;0.012820513;0;0;0;0
63;1;0.04950495;0.821782178;0.118811881;0.00990099;0;0;0
63;2;0.009803922;0.088235294;0.857843137;0.044117647;0;0;0
63;3;0;0.039370079;0.125984252;0.834645669;0;0;0
63;4;0;0;0;0;0;0;0
63;5;0;0;0;0;0;0;0
63;6;0;0;0;0;0;0;0
64;0;0.917197452;0.082802548;0;0;0;0;0
64;1;0.02020202;0.893939394;0.080808081;0.005050505;0;0;0
64;2;0.02764977;0.036866359;0.894009217;0.041474654;0;0;0
64;3;0.017094017;0.025641026;0.05982906;0.897435897;0;0;0
64;4;0;0;0;0;0;0;0
64;5;0;0;0;0;0;0;0
64;6;0;0;0;0;0;0;0
65;0;0.942307692;0.032051282;0.019230769;0.006410256;0;0;0
65;1;0.069651741;0.895522388;0.029850746;0.004975124;0;0;0
65;2;0.013824885;0.101382488;0.847926267;0.036866359;0;0;0
65;3;0.026086957;0.017391304;0.069565217;0.886956522;0;0;0
65;4;0;0;0;0;0;0;0
65;5;0;0;0;0;0;0;0
65;6;0;0;0;0;0;0;0
66;0;0.886227545;0.095808383;0.017964072;0;0;0;0
66;1;0.114832536;0.789473684;0.076555024;0.019138756;0;0;0
66;2;0.014925373;0.089552239;0.820895522;0.074626866;0;0;0
66;3;0.026785714;0.026785714;0.125;0.821428571;0;0;0
66;4;0;0;0;0;0;0;0
66;5;0;0;0;0;0;0;0
66;6;0;0;0;0;0;0;0
67;0;0.915730337;0.06741573;0.016853933;0;0;0;0
67;1;0.054455446;0.861386139;0.079207921;0.004950495;0;0;0
67;2;0.005050505;0.045454545;0.863636364;0.085858586;0;0;0
67;3;0;0.009009009;0.117117117;0.873873874;0;0;0
67;4;0;0;0;0;0;0;0
67;5;0;0;0;0;0;0;0
67;6;0;0;0;0;0;0;0
68;0;0.954285714;0.034285714;0.011428571;0;0;0;0
68;1;0.040816327;0.887755102;0.066326531;0.005102041;0;0;0
68;2;0.024630542;0.064039409;0.871921182;0.039408867;0;0;0
68;3;0.026086957;0.043478261;0.086956522;0.843478261;0;0;0
68;4;0;0;0;0;0;0;0
68;5;0;0;0;0;0;0;0
68;6;0;0;0;0;0;0;0
69;0;0.928961749;0.06010929;0.010928962;0;0;0;0
69;1;0.03030303;0.883838384;0.080808081;0.005050505;0;0;0
69;2;0.02970297;0.089108911;0.806930693;0.074257426;0;0;0
69;3;0.009433962;0.018867925;0.075471698;0.896226415;0;0;0
69;4;0;0;0;0;0;0;0
69;5;0;0;0;0;0;0;0
69;6;0;0;0;0;0;0;0
70;0;0.928961749;0.054644809;0.016393443;0;0;0;0
70;1;0.033980583;0.893203883;0.067961165;0.004854369;0;0;0
70;2;0.021164021;0.058201058;0.873015873;0.047619048;0;0;0
70;3;0;0.027027027;0.045045045;0.927927928;0;0;0
70;4;0;0;0;0;0;0;0
70;5;0;0;0;0;0;0;0
70;6;0;0;0;0;0;0;0
71;0;0.977900552;0.022099448;0;0;0;0;0
71;1;0.0625;0.841346154;0.091346154;0.004807692;0;0;0
71;2;0.032085561;0.069518717;0.828877005;0.069518717;0;0;0
71;3;0.008849558;0.044247788;0.115044248;0.831858407;0;0;0
71;4;0;0;0;0;0;0;0
71;5;0;0;0;0;0;0;0
71;6;0;0;0;0;0;0;0
72;0;0.898477157;0.060913706;0.030456853;0.010152284;0;0;0
72;1;0.065989848;0.791878173;0.137055838;0.005076142;0;0;0
72;2;0.021390374;0.085561497;0.812834225;0.080213904;0;0;0
72;3;0.018518519;0.046296296;0.148148148;0.787037037;0;0;0
72;4;0;0;0;0;0;0;0
72;5;0;0;0;0;0;0;0
72;6;0;0;0;0;0;0;0
73;0;0.933673469;0.056122449;0.005102041;0.005102041;0;0;0
73;1;0.026455026;0.878306878;0.08994709;0.005291005;0;0;0
73;2;0.019900498;0.069651741;0.860696517;0.049751244;0;0;0
73;3;0;0.009708738;0.087378641;0.902912621;0;0;0
73;4;0;0;0;0;0;0;0
73;5;0;0;0;0;0;0;0
73;6;0;0;0;0;0;0;0
74;0;0.911458333;0.052083333;0.036458333;0;0;0;0
74;1;0.036458333;0.895833333;0.057291667;0.010416667;0;0;0
74;2;0.015;0.045;0.895;0.045;0;0;0
74;3;0.00952381;0.00952381;0.076190476;0.904761905;0;0;0
74;4;0;0;0;0;0;0;0
74;5;0;0;0;0;0;0;0
74;6;0;0;0;0;0;0;0
75;0;0.919354839;0.064516129;0.016129032;0;0;0;0
75;1;0.083333333;0.84375;0.0625;0.010416667;0;0;0
75;2;0.014634146;0.048780488;0.882926829;0.053658537;0;0;0
75;3;0.009433962;0.018867925;0.094339623;0.877358491;0;0;0
75;4;0;0;0;0;0;0;0
75;5;0;0;0;0;0;0;0
75;6;0;0;0;0;0;0;0
76;0;0.937172775;0.047120419;0.010471204;0.005235602;0;0;0
76;1;0.064516129;0.844086022;0.064516129;0.02688172;0;0;0
76;2;0.009708738;0.04368932;0.912621359;0.033980583;0;0;0
76;3;0.009433962;0.018867925;0.066037736;0.905660377;0;0;0
76;4;0;0;0;0;0;0;0
76;5;0;0;0;0;0;0;0
76;6;0;0;0;0;0;0;0
77;0;0.953608247;0.046391753;0;0;0;0;0
77;1;0.101694915;0.870056497;0.028248588;0;0;0;0
77;2;0;0.076555024;0.889952153;0.033492823;0;0;0
77;3;0.009174312;0.018348624;0.04587156;0.926605505;0;0;0
77;4;0;0;0;0;0;0;0
77;5;0;0;0;0;0;0;0
77;6;0;0;0;0;0;0;0
78;0;0.852941176;0.112745098;0.029411765;0.004901961;0;0;0
78;1;0.099447514;0.679558011;0.17679558;0.044198895;0;0;0
78;2;0.035714286;0.071428571;0.770408163;0.12244898;0;0;0
78;3;0.027777778;0.018518519;0.148148148;0.805555556;0;0;0
78;4;0;0;0;0;0;0;0
78;5;0;0;0;0;0;0;0
78;6;0;0;0;0;0;0;0
79;0;0.915841584;0.074257426;0.004950495;0.004950495;0;0;0
79;1;0.043209877;0.851851852;0.080246914;0.024691358;0;0;0
79;2;0.004878049;0.048780488;0.892682927;0.053658537;0;0;0
79;3;0;0;0.066666667;0.933333333;0;0;0
79;4;0;0;0;0;0;0;0
79;5;0;0;0;0;0;0;0
79;6;0;0;0;0;0;0;0
80;0;0.92746114;0.051813472;0.020725389;0;0;0;0
80;1;0.042944785;0.871165644;0.067484663;0.018404908;0;0;0
80;2;0;0.092682927;0.863414634;0.043902439;0;0;0
80;3;0;0.0078125;0.046875;0.9453125;0;0;0
80;4;0;0;0;0;0;0;0
80;5;0;0;0;0;0;0;0
80;6;0;0;0;0;0;0;0
81;0;0.897849462;0.086021505;0.010752688;0.005376344;0;0;0
81;1;0.098837209;0.825581395;0.069767442;0.005813953;0;0;0
81;2;0;0.055555556;0.883838384;0.060606061;0;0;0
81;3;0.022556391;0.015037594;0.135338346;0.827067669;0;0;0
81;4;0;0;0;0;0;0;0
81;5;0;0;0;0;0;0;0
81;6;0;0;0;0;0;0;0
82;0;0.930481283;0.053475936;0.016042781;0;0;0;0
82;1;0.023391813;0.906432749;0.064327485;0.005847953;0;0;0
82;2;0.009661836;0.101449275;0.845410628;0.043478261;0;0;0
82;3;0.016129032;0;0.080645161;0.903225806;0;0;0
82;4;0;0;0;0;0;0;0
82;5;0;0;0;0;0;0;0
82;6;0;0;0;0;0;0;0
83;0;0.928571429;0.049450549;0.016483516;0.005494505;0;0;0
83;1;0.096774194;0.860215054;0.037634409;0.005376344;0;0;0
83;2;0.005025126;0.08040201;0.864321608;0.050251256;0;0;0
