Act_TV;Act_Cooking;Act_Laundry;Act_WashDress;Act_Iron;Act_HouseClean
0.47826;0.19565;0.02174;0.08696;0.04348;0.13043
0.40816;0.20408;0.04082;0.06122;0.02041;0.16327
0.39583;0.27083;0.08333;0.06250;0.00000;0.14583
0.26316;0.23684;0.05263;0.07895;0.02632;0.21053
0.32500;0.20000;0.02500;0.07500;0.02500;0.20000
0.43902;0.09756;0.02439;0.09756;0.04878;0.21951
0.47368;0.13158;0.05263;0.13158;0.05263;0.23684
0.46341;0.14634;0.07317;0.17073;0.04878;0.17073
0.56757;0.21622;0.05405;0.13514;0.00000;0.13514
0.50000;0.15909;0.00000;0.06818;0.02273;0.22727
0.46154;0.19231;0.01923;0.13462;0.03846;0.19231
0.47222;0.26389;0.02778;0.12500;0.02778;0.09722
0.56044;0.30769;0.02198;0.14286;0.04396;0.03297
0.52679;0.25893;0.07143;0.14286;0.02679;0.02679
0.50000;0.28986;0.04348;0.22464;0.04348;0.02174
0.51370;0.36986;0.02055;0.20548;0.02740;0.04110
0.50838;0.30168;0.03352;0.18436;0.02235;0.07821
0.55367;0.36158;0.01695;0.18644;0.02825;0.05650
0.54902;0.38725;0.02451;0.15196;0.03922;0.05392
0.55752;0.38938;0.01327;0.17257;0.03540;0.05310
0.52227;0.44130;0.01619;0.15385;0.02429;0.04858
0.48529;0.45221;0.03676;0.08456;0.01471;0.02941
0.48837;0.41196;0.02326;0.11960;0.01329;0.03654
0.51948;0.41558;0.03247;0.10065;0.00974;0.03571
0.52722;0.38682;0.02292;0.11748;0.01433;0.04871
0.54648;0.38310;0.01408;0.10986;0.01972;0.06479
0.56201;0.36412;0.02111;0.11609;0.01055;0.04485
0.53827;0.35459;0.01786;0.14286;0.02041;0.04337
0.54912;0.32746;0.01259;0.16877;0.03023;0.04534
0.56576;0.28784;0.00993;0.19603;0.02978;0.05211
0.53176;0.28706;0.01412;0.19294;0.02824;0.05176
0.57767;0.27913;0.01942;0.15777;0.02670;0.05825
0.59305;0.24814;0.01489;0.17370;0.02978;0.06452
0.65049;0.22573;0.01942;0.16748;0.03398;0.04854
0.68689;0.22330;0.01214;0.16748;0.04126;0.04854
0.70120;0.18554;0.00482;0.15422;0.03855;0.05301
0.73647;0.17412;0.01412;0.15765;0.03765;0.03765
0.75904;0.13976;0.01928;0.17590;0.03855;0.03614
0.76829;0.11951;0.02195;0.18049;0.04146;0.02683
0.79241;0.11139;0.00759;0.17975;0.03544;0.03544
0.81281;0.10345;0.01970;0.16256;0.03202;0.03448
0.80676;0.10145;0.02174;0.15942;0.03865;0.03865
0.78960;0.08168;0.01238;0.19307;0.03713;0.03713
0.78935;0.08475;0.01211;0.20097;0.04116;0.03148
0.81519;0.10127;0.01772;0.20759;0.04304;0.03038
0.82038;0.11796;0.01877;0.21716;0.03485;0.02681
0.80220;0.10989;0.00824;0.20055;0.02747;0.02747
0.84140;0.09409;0.01344;0.15860;0.02957;0.02151
0.86012;0.08036;0.00893;0.18750;0.02976;0.01786
0.84802;0.07599;0.00912;0.16413;0.02736;0.01824
0.82333;0.08667;0.00000;0.19667;0.02667;0.02000
0.82128;0.07660;0.00000;0.34894;0.01702;0.01702
0.83105;0.05936;0.00000;0.25571;0.01370;0.01826
0.77251;0.08531;0.00474;0.23223;0.01896;0.02370
0.77049;0.11475;0.01093;0.30055;0.01093;0.01639
0.79503;0.06832;0.00000;0.24224;0.00000;0.03106
0.82090;0.06716;0.02239;0.27612;0.00746;0.00746
0.82353;0.04902;0.00980;0.32353;0.00980;0.00980
0.79012;0.08642;0.00000;0.23457;0.01235;0.01235
0.81132;0.07547;0.00000;0.15094;0.00000;0.00000
0.86047;0.09302;0.00000;0.16279;0.00000;0.04651
0.87500;0.03125;0.00000;0.12500;0.00000;0.00000
0.79167;0.04167;0.00000;0.33333;0.00000;0.00000
