Occupancy Model;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Transition Probability Matrix;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Two resident house;;;;;;;;;;;;;;;
Weekend;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ten minute period number;Combined State  @t;Combined State  @t+1;;;;;;;;;;;;;
;;00;01;02;10;11;12;20;21;22;;;;;
1;00;0.95455;0;0;0.045455;0;0;0;0;0;;;;;
1;01;0.21739;0.65217;0;0.043478;0.086957;0;0;0;0;;;;;
1;02;0.010989;0.010989;0.83516;0;0.021978;0.043956;0;0.010989;0.065934;;;;;
1;10;0;0;0;0.98718;0.012821;0;0;0;0;;;;;
1;11;0;0;0;0.038095;0.85714;0;0.019048;0.085714;0;;;;;
1;12;0;0;0.022222;0;0.2;0.68889;0;0;0.088889;;;;;
1;20;0;0;0;0;0;0;0.99618;0.0038226;0;;;;;
1;21;0;0;0;0;0;0;0.21586;0.78414;0;;;;;
1;22;0;0;0;0;0;0;0.14414;0.18919;0.66667;;;;;
2;00;1;0;0;0;0;0;0;0;0;;;;;
2;01;0;0.9375;0;0;0.0625;0;0;0;0;;;;;
2;02;0;0.064935;0.84416;0;0.038961;0.038961;0;0;0.012987;;;;;
2;10;0;0;0;1;0;0;0;0;0;;;;;
2;11;0;0;0;0.0096154;0.93269;0.0096154;0.0096154;0.038462;0;;;;;
2;12;0;0;0;0.028571;0.22857;0.62857;0.028571;0.057143;0.028571;;;;;
2;20;0;0;0;0;0;0;0.99562;0.0043796;0;;;;;
2;21;0;0;0;0;0.0046729;0;0.32243;0.6729;0;;;;;
2;22;0;0;0;0;0;0;0.047619;0.2381;0.71429;;;;;
3;00;1;0;0;0;0;0;0;0;0;;;;;
3;01;0.1;0.75;0.05;0.05;0.05;0;0;0;0;;;;;
3;02;0.030769;0;0.84615;0.015385;0.015385;0.015385;0;0;0.076923;;;;;
3;10;0;0;0;0.96471;0.035294;0;0;0;0;;;;;
3;11;0;0;0;0.063636;0.91818;0;0.0090909;0.0090909;0;;;;;
3;12;0;0;0;0;0.23077;0.61538;0;0.038462;0.11538;;;;;
3;20;0;0;0;0;0;0;0.99722;0.0027797;0;;;;;
3;21;0;0;0;0;0;0;0.27273;0.72727;0;;;;;
3;22;0;0;0;0;0;0;0.080645;0.14516;0.77419;;;;;
4;00;1;0;0;0;0;0;0;0;0;;;;;
4;01;0.066667;0.8;0;0.13333;0;0;0;0;0;;;;;
4;02;0;0;0.98214;0;0;0.017857;0;0;0;;;;;
4;10;0;0;0;0.98901;0.010989;0;0;0;0;;;;;
4;11;0;0;0;0.035714;0.92857;0;0;0.035714;0;;;;;
4;12;0;0;0.058824;0;0.23529;0.52941;0;0;0.17647;;;;;
4;20;0;0;0;0;0;0;0.99597;0.0040296;0;;;;;
4;21;0;0;0;0;0;0;0.13287;0.86713;0;;;;;
4;22;0;0;0;0;0;0;0.089286;0.10714;0.80357;;;;;
5;00;1;0;0;0;0;0;0;0;0;;;;;
5;01;0.083333;0.91667;0;0;0;0;0;0;0;;;;;
5;02;0.017857;0.017857;0.85714;0;0.017857;0.017857;0;0;0.071429;;;;;
5;10;0;0;0;0.98958;0.010417;0;0;0;0;;;;;
5;11;0;0;0;0.045872;0.94495;0;0;0.0091743;0;;;;;
