AGS_12,3,0,1,2,4
10010000000,77.0,2334.0,1142.0,13219.0,14.0
10020000000,490.0,5761.0,3795.0,26910.0,37.0
10030000000,177.0,5248.0,3302.0,34931.0,37.0
10040000000,0.0,1755.0,1342.0,16080.0,14.0
10510011011,0.0,241.0,264.0,3637.0,2.0
10510044044,0.0,494.0,300.0,5730.0,3.0
10515163003,0.0,8.0,18.0,233.0,0.0
10515163010,0.0,2.0,9.0,69.0,0.0
10515163012,0.0,12.0,26.0,344.0,0.0
10515163016,0.0,78.0,86.0,1413.0,0.0
10515163022,0.0,5.0,25.0,240.0,0.0
10515163024,0.0,18.0,37.0,501.0,0.0
10515163026,0.0,9.0,21.0,277.0,0.0
10515163032,0.0,5.0,10.0,138.0,0.0
10515163037,0.0,6.0,13.0,181.0,0.0
10515163051,0.0,13.0,31.0,427.0,0.0
10515163064,0.0,7.0,18.0,227.0,0.0
10515163089,0.0,3.0,5.0,74.0,0.0
10515163097,0.0,46.0,97.0,1207.0,0.0
10515163110,0.0,9.0,21.0,275.0,0.0
10515166021,0.0,7.0,24.0,252.0,0.0
10515166034,0.0,91.0,62.0,1620.0,0.0
10515166046,0.0,9.0,29.0,327.0,0.0
10515166057,0.0,6.0,6.0,159.0,0.0
10515166062,0.0,13.0,24.0,346.0,0.0
10515166072,0.0,106.0,106.0,1916.0,1.0
10515166073,0.0,5.0,8.0,136.0,0.0
10515166076,0.0,7.0,21.0,257.0,0.0
10515166077,0.0,1.0,3.0,43.0,0.0
10515166090,0.0,1.0,7.0,53.0,0.0
10515166103,0.0,2.0,5.0,64.0,0.0
10515166118,0.0,4.0,9.0,125.0,0.0
10515166119,0.0,3.0,12.0,130.0,0.0
10515169005,0.0,3.0,6.0,71.0,0.0
10515169008,0.0,0.0,0.0,9.0,0.0
10515169019,0.0,8.0,19.0,228.0,0.0
10515169020,0.0,11.0,14.0,278.0,0.0
10515169023,0.0,7.0,20.0,220.0,0.0
10515169030,0.0,2.0,8.0,91.0,0.0
10515169035,0.0,1.0,5.0,61.0,0.0
10515169036,0.0,1.0,4.0,34.0,0.0
10515169038,0.0,1.0,2.0,39.0,0.0
10515169047,0.0,9.0,7.0,214.0,0.0
10515169049,0.0,32.0,44.0,764.0,0.0
10515169052,0.0,1.0,0.0,14.0,0.0
10515169053,0.0,4.0,11.0,104.0,0.0
10515169058,0.0,3.0,2.0,64.0,0.0
10515169060,0.0,4.0,17.0,163.0,0.0
10515169061,0.0,7.0,17.0,221.0,0.0
10515169065,0.0,13.0,34.0,424.0,0.0
10515169068,0.0,10.0,27.0,284.0,0.0
10515169071,0.0,34.0,25.0,532.0,0.0
10515169080,0.0,1.0,4.0,44.0,0.0
10515169088,0.0,14.0,33.0,376.0,0.0
10515169092,0.0,7.0,13.0,184.0,0.0
10515169096,0.0,5.0,6.0,125.0,0.0
10515169100,0.0,5.0,17.0,216.0,0.0
10515169102,0.0,3.0,8.0,87.0,0.0
10515169114,0.0,41.0,61.0,886.0,0.0
10515169117,0.0,4.0,4.0,95.0,0.0
10515169120,0.0,0.0,1.0,18.0,0.0
10515169125,0.0,6.0,8.0,147.0,0.0
10515169131,0.0,1.0,4.0,41.0,0.0
10515169133,0.0,2.0,4.0,52.0,0.0
10515169136,0.0,11.0,20.0,270.0,0.0
10515169139,0.0,3.0,12.0,107.0,0.0
10515169141,0.0,8.0,13.0,194.0,0.0
10515172048,0.0,37.0,94.0,1009.0,0.0
10515172067,0.0,5.0,12.0,112.0,0.0
10515172069,0.0,28.0,56.0,684.0,0.0
